timestamp,rtc_date,rtc_time,imu1_ax_mg,imu1_ay_mg,imu1_az_mg,imu1_gx_deg_s,imu1_gy_deg_s,imu1_gz_deg_s,mag_x_uT,mag_y_uT,mag_z_uT,imu_temperature_c,imu2_ax_mg,imu2_ay_mg,imu2_az_mg,imu2_gx_mdps,imu2_gy_mdps,imu2_gz_mdps,data_ready,output_hz
1784218581.670013189,01/01/2000,04:44:02.92,-1045.41,3.42,-25.39,-0.31,-2.56,-1.11,65.10,31.35,52.20,33.83,15.37,988.93,-17.93,-350.0,-245.0,-332.50,1,53.319
1784218581.687383175,01/01/2000,04:44:02.93,-979.49,-9.77,-21.97,-0.50,0.74,-0.95,64.95,34.05,50.85,33.68,14.64,990.03,-18.79,-568.75,-551.25,-131.25,1,53.319
1784218581.703346491,01/01/2000,04:44:02.95,-1008.79,-14.16,0.0,1.53,0.95,0.39,63.30,32.85,50.40,33.64,14.64,989.66,-22.08,140.0,-848.75,-262.50,1,53.319
1784218581.732601881,01/01/2000,04:44:02.97,-989.26,-26.86,45.41,0.76,-0.32,-0.72,63.75,32.85,51.60,33.64,15.37,986.74,-24.40,708.75,-542.50,-253.75,1,53.319
1784218581.753857136,01/01/2000,04:44:03.00,-1014.65,-9.28,67.87,-1.01,0.53,1.11,64.05,32.40,51.90,33.44,15.49,983.08,-25.99,1566.25,-673.75,-131.25,1,53.319
1784218581.770046711,01/01/2000,04:44:03.02,-1013.18,-28.81,-18.07,-0.12,0.03,1.22,64.05,32.85,53.10,33.35,14.15,986.86,-26.47,1312.50,-1260.0,-131.25,1,53.319
1784218581.788116455,01/01/2000,04:44:03.04,-1018.07,-16.60,-39.55,-1.34,-1.11,1.61,64.95,33.60,51.90,33.30,14.15,989.79,-27.08,892.50,-700.0,-262.50,1,53.319
1784218581.813994408,01/01/2000,04:44:03.06,-1025.88,-42.97,55.66,-1.13,-1.74,-0.06,64.65,32.55,51.75,33.59,15.86,987.96,-24.28,-245.0,358.75,-253.75,1,53.319
1784218581.826642036,01/01/2000,04:44:03.07,-1018.55,-1.46,-22.95,-0.80,1.95,0.09,64.95,32.40,51.15,33.83,15.62,985.27,-23.79,-183.75,-271.25,-183.75,1,53.319
1784218581.837134361,01/01/2000,04:44:03.09,-1025.88,-8.30,-9.77,-0.76,-0.76,-0.98,65.10,33.45,50.55,33.83,15.01,985.64,-24.52,-201.25,-297.50,-315.0,1,53.319
1784218581.865070343,01/01/2000,04:44:03.11,-1018.07,-18.07,-8.79,0.79,-1.19,-0.82,65.10,31.80,51.0,33.78,13.79,986.49,-27.33,1181.25,-1137.50,-140.0,1,53.319
1784218581.886823654,01/01/2000,04:44:03.13,-986.33,-32.23,12.21,1.47,-2.32,-0.31,65.70,32.85,51.90,33.49,13.91,987.22,-27.94,1330.0,-700.0,-498.75,1,53.319
1784218581.903453827,01/01/2000,04:44:03.15,-997.07,-13.67,16.60,-1.92,-2.11,-1.17,65.40,33.0,50.55,33.88,14.76,986.25,-27.57,1190.0,-1050.0,26.25,1,53.319
1784218581.913283348,01/01/2000,04:44:03.16,-1003.42,-10.25,-3.42,1.15,-0.59,1.24,64.95,32.85,51.15,33.83,14.64,984.30,-28.55,2222.50,-1400.0,-192.50,1,53.319
1784218581.938534260,01/01/2000,04:44:03.19,-1041.50,-10.74,9.77,0.69,-0.94,0.72,65.85,30.60,51.75,33.49,15.01,985.88,-27.45,1513.75,-1102.50,-87.50,1,53.319
1784218581.954082012,01/01/2000,04:44:03.20,-1012.21,2.93,-62.99,-0.98,-3.50,-0.89,64.05,33.60,51.90,33.64,15.37,986.61,-26.72,1146.25,-840.0,-131.25,1,53.319
1784218581.975641966,01/01/2000,04:44:03.22,-1027.34,-50.29,-4.88,-0.44,-2.75,-0.47,63.75,33.60,52.65,33.64,15.49,986.13,-24.28,498.75,87.50,-533.75,1,53.319
